Address,Latitude,Longitude,Pet at Home,Animal Type,Count
"5803 S 1St,Austin,TX",30.2053829,-97.7826814,False,Cat,4
"6612 Johnny Morris,Austin,TX",30.30526619999999,-97.6432339,False,Dog,1
"1700 Webberville Road,Austin,TX",30.281422,-97.67864600000001,False,Dog,1
"1600 Grove,Austin,TX",30.2298616,-97.7070109,False,Dog,1
"6700 Ed Bluestein Boulevard,Austin,TX",30.3086082,-97.6615356,False,Dog,1
"2516 Glen Springs Way,Austin,TX",30.2290233,-97.7387534,False,Dog,1
"Lonestasr Ranch Road And Falcon Point Blvd,Pflugerville,TX",30.4590723,-97.5859528,False,Cat,1
"2000 Cedar Bend Drive,Austin,TX",30.409552,-97.69798499999999,True,Cat,3
"Trinity And West 6Th Street,Austin,TX",30.267068,-97.739335,False,Cat,6
"701 W Riverside,Austin,TX",30.259982,-97.75107899999999,False,Other,1
"Sheraton And Battle Bend,Austin,TX",30.2704056,-97.73423149999999,False,Cat,1
"9810 North Lamar,Austin,TX",30.3684442,-97.6944712,False,Dog,4
"1311 South Meadows Dr,Austin,TX",30.3778567,-97.70155729999999,False,Dog,2
"7800 Doncaster Drive,Austin,TX",30.1980363,-97.81922449999999,True,Cat,1
"3300 Laguna Dr,Austin,TX",30.2194348,-97.7363579,True,Dog,1
"11111 Crossland Drive,Austin,TX",30.442273,-97.8233934,False,Dog,1
"9801 W Parmer,Austin,TX",30.4856927,-97.77130679999999,False,Dog,1
"5524 Bitterwood Drive,Austin,TX",30.2763569,-97.6226746,False,Dog,1
"810 Red River St,Austin,TX",30.2691681,-97.73666279999999,True,Dog,1
"Slaughter Ln,Austin,TX",30.1817351,-97.84595929999999,False,Cat,1
"South 1St St And Creekside Cir,Austin,TX",30.2068687,-97.78231,False,Dog,1
"Johnny Morris Rd And 969,Austin,TX",30.2827895,-97.6532107,False,Dog,1
"Calaveras Drive And Mariah Cove,Austin,TX",30.4893106,-97.76983279999999,False,Other,1
"9301 Hog Eye Rd,Austin,TX",30.2808924,-97.6226409,False,Cat,1
"17205 Lessman,Travis,TX",30.2059827,-97.5455908,False,Dog,1
"Stassney And William Cannon Drive,Austin,TX",30.2021478,-97.804954,False,Dog,1
"8705 Dulcet Drive,Austin,TX",30.1873051,-97.81788720000002,False,Cat,1
"2200 Lou John,Austin,TX",30.4302873,-97.6891775,False,Dog,1
"3704 Speedway,Austin,TX",30.3004112,-97.7341799,False,Cat,1
"12222 Shropshire Boulevard,Austin,TX",30.389152,-97.65687,False,Dog,1
"710 East Ben White,Austin,TX",30.2210485,-97.7540937,False,Dog,1
"Guadalupe And St Johns,Austin,TX",30.3377868,-97.7144088,False,Dog,2
"3707 Pevetoe Street,Austin,TX",30.23425469999999,-97.58639699999999,False,Cat,1
"2901 Stock Drive,Austin,TX",30.2251933,-97.7387316,False,Cat,1
"11601 Argonne Forest,Austin,TX",30.4302431,-97.7650893,False,Cat,7
"East Rundberg And Ih 35,Austin,TX",30.3583997,-97.688627,True,Dog,1
"915 Sirocco,Austin,TX",30.203839,-97.790393,False,Cat,2
"916 Springdale Drive,Austin,TX",30.2616405,-97.6987834,False,Dog,1
"5307 Basswood Lane,Austin,TX",30.2966218,-97.67627949999999,False,Dog,1
"2900 Highway 71,Austin,TX",30.2079272,-97.6490591,True,Cat,1
"8500 Spicewood Springs Rd,Austin,TX",30.4292166,-97.7824445,True,Dog,1
"201 E 4Th St #224,Austin,TX",30.2656004,-97.74190689999999,False,Other,3
"Oltorf And Cumberland,Austin,TX",30.238593,-97.76338480000001,False,Cat,1
"3500 W Parmer Ln,Austin,TX",30.4238182,-97.70922720000002,False,Cat,1
"709 Harris Avenue,Austin,TX",30.2946347,-97.729076,False,Dog,1
"Santa Fe Drive,Austin,TX",30.2190799,-97.73749169999999,False,Dog,1
"Fm 973 And Garden Grove,Austin,TX",30.1173674,-97.96482519999999,False,Dog,1
"Sojourner And Sandifer,Travis,TX",30.2380276,-97.5903223,False,Cat,1
"2011 West Loop,Austin,TX",30.3728836,-97.71893229999999,False,Cat,1
"514 Sacramento Drive,Austin,TX",30.2357175,-97.76232209999999,False,Cat,1
"Metric And Braker Lane,Austin,TX",30.392298,-97.70838189999999,False,Dog,1
"Mckinney Falls Pkwy And Dee Gabriel Collins,Austin,TX",30.17245429999999,-97.7221363,False,Dog,1
"Burleson Rd And Montopolis Dr,Austin,TX",30.2055591,-97.71664439999999,False,Dog,1
"6212 Crow Lane,Austin,TX",30.1976278,-97.7724786,False,Cat,2
"Balcones And Big Bend,Austin,TX",30.3318344,-97.7629755,False,Dog,2
"124 W Anderson,Austin,TX",30.3447022,-97.70523279999999,True,Dog,2
"Powel Lane And Sun Rise,Austin,TX",30.3480261,-97.7033314,False,Cat,1
"1301 Quailfield,Austin,TX",30.3665174,-97.7071244,True,Dog,1
"9811 South Interstate 35 Frontage Road,Austin,TX",30.1574551,-97.7881319,False,Dog,1
"12800 Harrisgless,Austin,TX",30.400566,-97.653066,False,Dog,1
"500 E Cesar Chavez St,Austin,TX",30.2636408,-97.73948329999999,False,Other,1
"12202 North Mopac,Austin,TX",30.4149738,-97.7083567,False,Cat,1
"Ken Caryl And Bannock Lane,Austin,TX",30.1581165,-97.7428468,False,Cat,1
"4413 Quicksilver,Austin,TX",30.1737918,-97.76234009999999,False,Dog,2
"Riverside And Pleasant Valley,Austin,TX",30.240447,-97.719642,False,Cat,1
"2100 San Gabriel St,Austin,TX",30.2846535,-97.74856400000002,False,Other,1
"3300 Northeast,Austin,TX",30.3092513,-97.6706859,False,Dog,1
"4434 Frontier Trl,Austin,TX",30.2314364,-97.7957763,False,Cat,2
"6000 Seville,Austin,TX",30.291244,-97.6442,False,Dog,1
"2217 Bitter Creek Drive,Austin,TX",30.183732,-97.76122269999999,False,Cat,1
"500 W 33Rd St,Austin,TX",30.2996477,-97.73922089999999,True,Cat,1
"7601 Summervale Drive,Austin,TX",30.221856,-97.89307790000001,True,Cat,1
"6800 Santos Street,Austin,TX",30.2265492,-97.6967707,False,Cat,6
"12314 Blue Water Dr,Austin,TX",30.40620689999999,-97.6822523,False,Dog,1
"11700 Fm 1826,Austin,TX",30.1933237,-97.9244861,False,Dog,1
"7710 Cloudberry Circle,Austin,TX",30.1850296,-97.79100910000001,False,Cat,1
"5808 Mckinney Falls,Austin,TX",30.1807597,-97.721997,False,Cat,1
"Burleson Road And Smith School Road,Austin,TX",30.20115509999999,-97.7091741,False,Cat,1
"1007 East 40Th Street,Austin,TX",30.2967369,-97.719808,False,Cat,1
"9201 Hunters Trace E,Austin,TX",30.3669848,-97.7108009,False,Dog,1
"10100 Burnet Road,Austin,TX",30.387302,-97.72658899999999,False,Other,1
"Aberdeen Dr,Austin,TX",30.2156965,-97.78014809999999,False,Dog,1
"Cameron Road And Berkman Road,Austin,TX",30.3100107,-97.70845399999999,False,Dog,1
"Mckinney Falls Pkwy And E William Cannon,Austin,TX",30.1632324,-97.72589339999999,False,Dog,1
"727 West Stassney Lane,Austin,TX",30.2084916,-97.78389159999999,False,Cat,5
"1200 Montopolis Drive,Austin,TX",30.2322294,-97.6998885,False,Dog,1
"5200 Bogey Court,Austin,TX",30.1948052,-97.7402232,False,Cat,1
"1900 Burton Drive,Austin,TX",30.234663,-97.731793,False,Dog,1
"7900 Thaxton Road,Austin,TX",30.15817869999999,-97.7454341,False,Cat,8
"7201 Levander,Austin,TX",30.2527847,-97.6904186,False,Dog,1
"North I-H-35,Austin,TX",30.3427504,-97.7037491,True,Dog,1
"Kemp St And Clovis St,Austin,TX",30.2430348,-97.6934485,False,Dog,2
"908 Walter St,Austin,TX",30.2671776,-97.7119421,True,Dog,1
"3508 S Lamar Blvd,Austin,TX",30.2401308,-97.7884843,False,Other,1
"7201 Levander Loop,Austin,TX",30.2527847,-97.6904186,False,Dog,16
"12716 Yearling Cv,Austin,TX",30.416231,-97.688139,False,Cat,1
"2105 Nogales,Austin,TX",30.1815175,-97.76627739999999,False,Dog,1
"7102 Millrace,Austin,TX",30.3088989,-97.6547511,False,Dog,1
"Cypress Creek Road And Liberty Oak Boulevard,Cedar Park,TX",30.4956342,-97.8234171,False,Dog,1
"9225 South 183,Austin,TX",30.117041,-97.69393,False,Cat,7
"9300 Roxanna Drive,Austin,TX",30.18120459999999,-97.8249067,False,Other,1
"4615 Cypress Bnd,Austin,TX",30.1990353,-97.7338817,False,Dog,1
"3604 Clawson Road,Austin,TX",30.2348505,-97.7801257,False,Cat,1
"3300 Brushy Creek Rd,Cedar Park,TX",30.5088311,-97.7715772,False,Dog,1
"6800 Ferrystone Pass,Austin,TX",30.1610927,-97.63674669999999,False,Dog,2
"10520 N Lamar Blvd,Austin,TX",30.3751687,-97.6905747,False,Dog,1
"Canoga And Decker,Austin,TX",30.2835134,-97.6329183,True,Dog,1
"1030 Norwood Park Blvd,Austin,TX",30.3393409,-97.690861,False,Dog,2
"County Road 110 And Hayride Road,Del Valle,TX",30.1447267,-97.5730148,False,Dog,1
"312 Kimberly Dr,Austin,TX",30.1895433,-97.7846223,False,Dog,1
"7906 San Felipe,Austin,TX",30.43828,-97.7681762,False,Dog,1
"Burnet Rd,Austin,TX",30.3588959,-97.7300975,False,Cat,1
"11400 February,Austin,TX",30.37659979999999,-97.6638826,False,Dog,1
"7224 Northeast,Austin,TX",30.321056,-97.68068,False,Dog,1
"Elroy Road And Apperson Street,Travis,TX",30.161031,-97.6484791,False,Dog,1
"Longview,Austin,TX",30.2883878,-97.7508479,False,Dog,1
"Dessau Road And Braker Lane,Austin,TX",30.3723818,-97.6656699,False,Dog,1
"Highway 71,Bee Cave,TX",30.308103,-97.9525061,True,Dog,1
"Salughter And Brodie,Austin,TX",30.1836267,-97.84983989999999,False,Cat,4
"12000 Metric Boulevard,Austin,TX",30.402561,-97.70199199999999,False,Dog,2
"Wheless Lane And Dorchester,Austin,TX",30.3130533,-97.68610149999999,False,Dog,1
"Old San Antonio Rd & Estancia,Austin,TX",30.9939504,-96.17217559999999,False,Dog,1
"Putters Cv & Copperbend,Austin,TX",39.954522,-76.81874119999999,False,Dog,1
"Catherine Drive And Blue Bluff,Austin,TX",30.2693744,-97.617004,False,Cat,11
"16103 Pearce Ln,Travis,TX",30.148045,-97.580874,False,Cat,2
"2600 East Cesar Chavez,Austin,TX",30.2540192,-97.71519099999999,False,Cat,1
"9110 Us 183,Austin,TX",30.1245966,-97.6964094,False,Dog,1
"400 West Saint Elmo,Austin,TX",30.2209078,-97.7702365,False,Cat,1
"7132 Walkup Ln,Austin,TX",30.1495536,-97.73716209999999,False,Dog,1
"13817 County Line Road,Travis,TX",30.3620184,-97.40509920000001,False,Cat,2
"2204 Airport Blvd,Austin,TX",30.2855135,-97.706336,False,Cat,5
"804 Kavanagh,Austin,TX",30.1792912,-97.80357430000001,False,Dog,1
"2408 Avenue N,Austin,TX",30.4327374,-97.6903478,False,Dog,1
"301 E 5Th,Austin,TX",30.26613,-97.74065929999999,False,Other,1
"William Cannon And Escarpment,Austin,TX",30.2299795,-97.864662,True,Other,1
"Fawn Drive Leander,Travis,TX",30.5933989,-97.97467359999999,False,Dog,1
"Fawn Drive,Travis,TX",30.2371348,-97.73564809999999,False,Dog,1
"11Th Street And Baylor,Austin,TX",30.2762815,-97.75277469999999,False,Dog,1
"8900 North Ih 35,Austin,TX",30.772289,-97.6257021,False,Cat,1
"8700 Cameron Road,Austin,TX",30.3449026,-97.6783794,False,Dog,1
"1618 West Braker,Austin,TX",30.3897442,-97.7017286,False,Dog,1
"9300 South Interstate 35 Frontage Road,Austin,TX",30.1635231,-97.7906484,False,Cat,4
"8806 Fm 812,Austin,TX",30.16346129999999,-97.6897946,False,Cat,1
"1St & Orland Blvd,Austin,TX",37.6311605,-97.2474211,False,Other,1
"East Highway 71 And Ben White Boulevard,Austin,TX",30.2170823,-97.753615,False,Dog,1
"8513 N Capitol Of Texas Hwy,Austin,TX",30.3855291,-97.764404,False,Bird,1
"2617 S Ih 35,Austin,TX",30.2295375,-97.74274899999999,False,Dog,1
"202 Old Bastrop Road,Travis,TX",30.1754304,-97.53067130000001,False,Dog,7
"8455 Spicewood Springs,Austin,TX",30.4283538,-97.7842862,False,Other,1
"400 West Anderson,Austin,TX",30.346493,-97.70742,False,Dog,5
"4701 E Martin Luther King Jr,Austin,TX",30.2855022,-97.6810998,False,Other,1
"1705 Frontier Valley Drive,Austin,TX",30.224688,-97.694583,False,Dog,1
"6711 Wentworth Drive,Austin,TX",30.2939839,-97.63053479999999,False,Cat,1
"14000 Fm 2000,Manor,TX",30.3647464,-97.5329275,False,Dog,1
"18706 Blake Manor,Travis,TX",30.2875942,-97.52107860000001,False,Dog,2
"1903 Willow Street,Austin,TX",30.2559062,-97.72485259999999,False,Cat,4
"East Riverside And South Pleasant Valley Road,Austin,TX",30.234143,-97.7228689,False,Dog,2
"Congree Avenue And Stassany Lane,Austin,TX",30.2049976,-97.77479729999999,False,Dog,1
"13213 Thome Valley Drive,Del Valle,TX",30.1724053,-97.6134945,False,Dog,1
"1050 Springdale Road,Austin,TX",30.2706639,-97.6926026,False,Cat,4
"12800 Turtle Creek,Austin,TX",30.4511823,-97.77480270000001,False,Dog,2
"2430 Cromwell Cir,Austin,TX",30.226677,-97.72095,False,Cat,1
"East William Cannon And Interstate 35 Frontage,Austin,TX",30.1901932,-97.77014539999999,False,Cat,1
"4701 Staggerbrush Road,Austin,TX",30.2334361,-97.83840389999999,False,Cat,1
"3615 Oak Springs Dr,Austin,TX",30.273468,-97.6935044,False,Bird,1
"1021 Bird Creek Drive,Austin,TX",30.3717521,-97.6991303,False,Dog,1
"700 Lavaca St,Austin,TX",30.2702889,-97.7452273,False,Other,1
"3007 Shoot Out,Travis,TX",30.1599017,-97.8530084,False,Cat,1
"2204 Airport Boulevard,Austin,TX",30.2855135,-97.706336,False,Cat,1
"6103 Cherrylawn Circle,Austin,TX",30.306664,-97.67510209999999,False,Dog,1
"8500 Valleyfield Drive,Austin,TX",30.2990894,-97.62385359999999,False,Cat,1
"Airport Boulevard And Goodwin Avenue,Austin,TX",30.2681023,-97.69627299999999,True,Dog,1
"Teri Rd & Nuckols Crossing,Austin,TX",30.1973583,-97.744907,False,Dog,1
"Highway 183 And Ed Bluestein,Austin,TX",30.2468288,-97.6911365,False,Dog,1
"7106 Colony Park Drive,Austin,TX",30.3035626,-97.64255969999999,False,Dog,1
"7011 Hillcroft Drive,Austin,TX",30.3022866,-97.6417839,False,Cat,2
"51St And Springdale,Austin,TX",30.2936364,-97.677807,False,Dog,1
"2413 Rodeo,Austin,TX",30.4282808,-97.69508959999999,False,Dog,1
"La Crosse Ave And South Mopac,Austin,TX",30.1904267,-97.8732836,False,Dog,2
"14000 The Lakes Boulevard,Pflugerville,TX",30.4254446,-97.6655179,False,Dog,1
"7400 Crystalbrook Dr,Austin,TX",30.3113561,-97.65113919999999,False,Dog,1
"18408 Sun Haven Cove,Travis,TX",30.354698,-97.418666,False,Cat,1
"2201 Perry Avenue,Austin,TX",30.2463644,-97.7651418,False,Dog,2
"8601 Anderson Mill Road,Austin,TX",30.4554714,-97.7680858,False,Cat,2
"11810 Pinto Cir,Mustang Ridge,TX",30.06345,-97.705547,True,Dog,1
"7606 Cognac Cove,Austin,TX",30.2924941,-97.6391481,False,Cat,2
"8405 Old Bee Caves Road,Austin,TX",30.2504871,-97.8874476,False,Dog,1
"12248 Lamar Blvd,Austin,TX",30.4018315,-97.6796593,False,Dog,1
"19508 Wt Galloway Street,Manor,TX",30.3538575,-97.5097813,False,Cat,1
"11406 Lapoynor,Manor,TX",30.3363762,-97.5634341,False,Dog,6
"44Th And Avenue D,Austin,TX",30.3079819,-97.7300506,False,Dog,1
"2124 Berkamn,Austin,TX",30.2893033,-97.69870189999999,False,Cat,2
"2411 Cecill,Austin,TX",30.1648912,-97.7717308,False,Cat,5
"6725 Savanna Canyon Drive,Del Valle,TX",30.1613516,-97.6407024,False,Dog,1
"2101 Speedway,Austin,TX",30.2838237,-97.73590949999999,False,Dog,1
"Ceberry And Crowncrest,Austin,TX",30.3695964,-97.7489801,False,Dog,1
"10403 Golden Meadow,Austin,TX",30.3813963,-97.71005989999999,False,Dog,1
"3605 Steck,Austin,TX",30.3694615,-97.74559169999999,True,Cat,1
"111 South Cougar Avenue,Cedar Park,TX",30.511636,-97.81571799999999,False,Cat,1
"2604 Wooldridge Dr,Austin,TX",30.2951478,-97.7511857,False,Cat,1
"14233 The Lakes Blvd,Austin,TX",30.430273,-97.6648477,False,Other,1
"6330 Harold Ct,Austin,TX",30.2675423,-97.6712234,False,Cat,1
"2114 New Slaughter,Austin,TX",30.1742761,-97.8266215,False,Dog,1
"Wolf Lane,Austin,TX",30.1355815,-97.57071649999999,False,Cat,1
"North Lamar And Masterson,Austin,TX",30.37121,-97.6924185,False,Dog,1
"1707 E 38Th 1 and 2 Street,Austin,TX",30.2911731,-97.7128415,False,Cat,3
"2701 Pinewood Terrace,Austin,TX",30.3506512,-97.73905169999999,False,Cat,1
"7301 South Glenn Street,Austin,TX",30.19799059999999,-97.6981539,False,Cat,1
"5604 Southwest Parkway,Austin,TX",30.2470473,-97.8462619,False,Dog,1
"4800 South Interstate 35,Austin,TX",30.2075151,-97.7583318,False,Dog,1
"4609 Mellow Hollow Drive,Austin,TX",30.1968686,-97.72862839999999,False,Dog,2
"6500 Libyan Dr,Austin,TX",30.2040083,-97.79573459999999,False,Cat,3
"4210 Speedway,Austin,TX",30.3061397,-97.7303274,False,Other,1
"6106 Melwood Drive,Austin,TX",30.2896439,-97.6386465,False,Cat,1
"Norh Highway 620 And General Williamson Drive,Austin,TX",30.3917792,-97.9370794,False,Dog,1
"125 Comanche Drive,Point Venture,TX",30.385646,-97.989795,False,Cat,3
"125 Comanche Drive,Travis,TX",30.385646,-97.989795,False,Cat,1
"7521 Marble Crest,Austin,TX",30.1638882,-97.7416654,False,Cat,1
"9116 Sedgemoor Trail,Austin,TX",30.1812427,-97.82109439999999,False,Dog,1
"1306 Elton,Austin,TX",30.2869424,-97.77007979999999,False,Other,1
"4308 Bellvue,Austin,TX",30.3126651,-97.74110689999999,False,Other,1
"300 Florence Drive,Austin,TX",30.3539566,-97.69592399999999,False,Cat,3
"15310 Storm Drive,Austin,TX",30.3843642,-97.93864429999999,False,Cat,1
"1399 Fm 1704,Travis,TX",30.32220409999999,-97.37508830000002,False,Dog,1
"5100 Meadow Creek Cove,Austin,TX",30.2174208,-97.78469079999999,False,Cat,1
"12425 Mellow Meadow Drive,Austin,TX",30.458306,-97.79681839999999,False,Dog,1
"1300 Fm 1704,Travis,TX",30.1423119,-97.8004588,False,Dog,1
"5608 Kleberg,Austin,TX",30.1415247,-97.7689815,False,Cat,1
"0000 Landsman Dr,Austin,TX",30.2346523,-97.89506779999999,False,Dog,1
"201 West Stassney Lane,Austin,TX",30.2053758,-97.77627,False,Dog,1
"4600 Tiffany Nicole St,Williamson,TX",30.538509,-97.6153549,False,Other,1
"3700 Tower View Ct,Austin,TX",30.2872486,-97.704527,False,Dog,1
"4700 Lake Champlain,Austin,TX",30.3388773,-97.647279,False,Dog,1
"12550 Country Trails Lane,Austin,TX",30.3645491,-97.8994041,False,Cat,1
"1400 Cuernavaca,Austin,TX",30.3373828,-97.8653155,False,Cat,1
"14718 Ih35,Austin,TX",30.4387813,-97.67025729999999,False,Dog,1
"Blairview Lane And Mason Dells Lane,Austin,TX",30.1578696,-97.84169870000001,False,Cat,1
"Bell Spring And West Lake Shore,Austin,TX",30.28331739999999,-98.1023801,False,Dog,1
"South Congress Avenue,Austin,TX",30.2142603,-97.76940959999999,False,Dog,1
"3505 Grayson Lane,Austin,TX",30.28732699999999,-97.7095286,False,Cat,1
"7200 Bluff Springs Rd,Austin,TX",30.1825981,-97.7695059,False,Other,1
"183 And East Boggy Greenbelt,Austin,TX",30.26979,-97.71247900000002,False,Dog,2
"2508 E Riverside,Austin,TX",30.2366,-97.7221306,False,Cat,2
"8710 Leo St,Austin,TX",30.1892315,-97.8264571,False,Other,1
"Westgate And Linnet,Austin,TX",30.1964854,-97.82904219999999,False,Dog,1
"1212 Westheimer,Austin,TX",30.3256932,-97.6942918,False,Cat,1
"9019 Elroy Rd,Travis,TX",30.1223891,-97.633291,False,Dog,1
"214 Bartons Prings Rd,Austin,TX",30.2597193,-97.7480657,False,Other,1
"Cedargrove Drive And Copperbend Boulevard,Austin,TX",30.19775499999999,-97.73978,False,Dog,1
"1625 And Us Highway 183,Austin,TX",30.2587856,-97.6755755,False,Cat,1
"Visalia And Dapplegrey,Austin,TX",30.4165022,-97.68446,False,Cat,1
"1705 South Lakeshore Blvd,Austin,TX",30.2446481,-97.72971079999999,False,Dog,1
"13355 N Hwy 183,Austin,TX",30.4482221,-97.78489019999999,False,Dog,1
"Bogey Court And Stassney,Austin,TX",30.1939156,-97.7404182,False,Dog,1
"5310 George St,Austin,TX",30.1902545,-97.7347676,True,Dog,2
"1202 Hollow Creek Dr,Austin,TX",30.2604631,-97.7734918,False,Cat,1
"4720 Winnebago Ln,Austin,TX",30.2086081,-97.73392480000001,False,Cat,1
"3401 Webberville Rd,Austin,TX",30.2682028,-97.70685639999999,False,Dog,2
"6001 Manchaca Road,Austin,TX",30.2122202,-97.80153170000001,False,Dog,4
"Parkfield And Rutland,Austin,TX",30.3692408,-97.70550440000001,False,Dog,1
"2105 Parker,Austin,TX",30.233754,-97.7347489,False,Dog,1
"5700 South Mopac Expy,Austin,TX",30.2280181,-97.8313094,False,Cat,1
"3400 Catalina,Austin,TX",30.2193762,-97.73879610000002,False,Dog,2
"12921 Ring Drive,Manor,TX",30.3421322,-97.52680199999999,False,Dog,1
"3601 South Congress Avenue,Austin,TX",30.2281058,-97.7610199,False,Cat,5
"11939 Sundillow Bend,Austin,TX",30.4000904,-97.70132029999999,False,Dog,1
"Unknown,Austin,TX",30.2671444,-97.7386812,False,Dog,2
"North Loop And Burnet,Austin,TX",30.325594,-97.742036,False,Dog,1
"3400 Greystone,Austin,TX",30.3572147,-97.7474816,False,Cat,1
"3300 Killingsworth Ln,Pflugerville,TX",30.4132721,-97.605339,False,Dog,1
"1709 E Hwy 71,Austin,TX",30.2217144,-97.6720045,False,Dog,1
"Airport And Bolm,Austin,TX",30.2600671,-97.6938717,False,Dog,1
"North Lamar And Rundberg,Austin,TX",30.363062,-97.6970274,False,Dog,4
"12550 Country Trl,Austin,TX",30.35231319999999,-97.9029389,False,Other,1
"8021 N Fm 620,Austin,TX",30.4145451,-97.84544299999999,False,Other,1
"501 S Highway 183,Austin,TX",30.2390822,-97.6864691,False,Dog,1
"2803 Loyola,Austin,TX",30.3141765,-97.6735427,False,Dog,1
"William Cannon Drive And Mckinney Falls Pkwy,Austin,TX",30.1724411,-97.7219975,False,Dog,1
"1301 Barbergale Street,Pflugerville,TX",30.4418557,-97.6601286,False,Cat,4
"4411 Airport Blvd,Austin,TX",30.3013513,-97.7133807,False,Cat,1
"2404 Lakehurst Dr,Austin,TX",30.1845842,-97.7564756,False,Dog,1
"Ross Road And Pearce Lane,Travis,TX",30.1724219,-97.6294312,False,Dog,1
"Bolm Rd And Airport Blvd,Austin,TX",30.2600671,-97.6938717,False,Dog,1
"3300 Santa Monica Dr,Austin,TX",30.2192214,-97.7354936,False,Dog,1
"4630 Killingsworth Lane,Travis,TX",30.4077401,-97.603222,False,Dog,1
"Fm 969 And Decker Lane,Austin,TX",30.276794,-97.6372739,False,Dog,1
"2913 Pearl St,Austin,TX",30.29779199999999,-97.7456333,False,Cat,1
"6505 Shirley Ave,Austin,TX",30.3319836,-97.720569,False,Cat,3
"124 W Anderson Ln,Austin,TX",30.3447022,-97.70523279999999,False,Dog,6
"Loyola And 183,Austin,TX",30.302603,-97.66111049999999,False,Dog,1
"10214 Brownie,Austin,TX",30.3684722,-97.68478739999999,False,Dog,1
"8805 Cainewood Lane,Austin,TX",30.45558,-97.772345,False,Dog,1
"9310 Rental Car Ln,Austin,TX",30.2122173,-97.6713495,False,Cat,1
"Circle C,Austin,TX",30.1911295,-97.88984900000001,False,Dog,1
"15209 Pocmont Trl,Austin,TX",30.074569,-97.644384,False,Dog,1
"1140 Poquito Street,Austin,TX",30.268631,-97.7175359,False,Cat,1
"7201 Meadowood,Austin,TX",30.3202633,-97.6705107,False,Dog,1
"5811 Nuckols Crossing,Austin,TX",30.1872469,-97.7422926,False,Dog,1
"Loyola And Sandshof,Austin,TX",30.2990329,-97.64555569999999,False,Dog,1
"Levander Loop,Austin,TX",30.2506524,-97.68821709999999,False,Dog,1
"1308 Weatherford Dr,Austin,TX",30.405776,-97.6455606,False,Cat,1
"3300 Carol Ann,Austin,TX",30.3105076,-97.6710397,False,Dog,1
"1704 Nelms,Austin,TX",30.1945143,-97.7645016,False,Dog,2
"11416 Cherisse Dr,Austin,TX",30.1897076,-97.9254261,False,Cat,1
"102 East Rundberg,Austin,TX",30.3638869,-97.6916658,True,Dog,1
"4502 Hudson Bend Rd,Travis,TX",30.4061891,-97.9273822,True,Dog,2
"Brockman And Pompton,Austin,TX",30.3584324,-97.72885629999999,False,Cat,3
"2200 West 35Th Street,Austin,TX",30.3137275,-97.7612259,False,Dog,1
"9315 Mcniel,Austin,TX",30.376733,-97.7228157,False,Cat,1
"11112 Hermitage Drive,Austin,TX",30.3484169,-97.68923769999999,False,Dog,1
"Manor Road And East 51St Street,Austin,TX",30.2981358,-97.6870582,False,Dog,1
"6008 N Lamar Blvd,Austin,TX",30.3293638,-97.7255193,False,Cat,1
"Lamplight Village And Metric,Austin,TX",30.4105,-97.69554,False,Dog,1
"4700 Sunset Trail,Austin,TX",30.2305016,-97.8039115,False,Cat,2
"7309 Lazy Creek Drive,Austin,TX",30.313495,-97.6566673,False,Dog,1
"Fm 969 And Fm 973,Austin,TX",30.2570212,-97.61187869999999,False,Dog,1
"4501 Caswell Avenue,Austin,TX",30.3055734,-97.72060259999999,False,Cat,1
"2703 Northeast Dr,Austin,TX",30.3127448,-97.677784,False,Dog,1
"Ektom Dr  and  West Gate Blvd,Austin,TX",30.2239405,-97.8049712,True,Cat,1
"1901 East Ben White Boulevard,Austin,TX",30.2154501,-97.7468325,False,Dog,1
"Shoal Creek And Anderson Lane,Austin,TX",30.3610565,-97.74085319999999,False,Cat,1
"Salt Springs And William Cannon,Austin,TX",30.1689408,-97.7384984,False,Dog,1
"1804 Wooten Park Drive,Austin,TX",30.3540647,-97.72403899999999,False,Cat,2
"2200 South Pleasant Valley Dr,Austin,TX",30.2316954,-97.72638880000001,False,Cat,2
"10721 Research Blvd,Austin,TX",30.3991021,-97.744997,False,Dog,1
"Fm 969,Austin,TX",30.2708119,-97.63043739999999,False,Dog,2
"Montopolis And Ponca,Austin,TX",30.2375527,-97.69533279999999,False,Dog,1
"183 And Toll 130,Travis,TX",30.0503501,-97.69102409999999,False,Dog,1
"Comal Street And Haskell Street,Austin,TX",30.253996,-97.7307428,False,Dog,1
"Owen Tech Blvd And West Wells Branch Blvd,Austin,TX",30.438698,-97.67201089999999,True,Dog,2
"12118 Walnut Creek,Austin,TX",30.3935615,-97.6769525,False,Dog,1
"5211 Meadow Creek,Austin,TX",30.2147346,-97.7846398,False,Dog,1
"View Point Drive And Nuckols Crossing,Austin,TX",30.2004737,-97.73431749999999,False,Dog,1
"21205 W 71,Austin,TX",30.2269169,-97.7697774,False,Dog,1
"2405 Mission Hill Drive,Austin,TX",30.2162659,-97.7361585,False,Cat,3
"1501 Mopac Expressway And Spyglass,Austin,TX",30.2609407,-97.78995929999999,False,Cat,1
"2405 Mission Hill Dr,Austin,TX",30.2162659,-97.7361585,False,Cat,2
"12511 Fm 1625,Travis,TX",30.0867065,-97.7348619,False,Dog,1
"12709 North Mopac,Austin,TX",30.4236588,-97.7020888,False,Dog,2
